measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,1990,19.290543639676738,23.067728752086225,16.039683609555482
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,1990,16.06582263165536,19.064811322489998,13.447892332985823
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,1991,19.33035213124472,23.14004407712065,16.11412719762224
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,1991,16.050173382558732,19.105469968830192,13.480714093226382
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,1992,19.3623524308976,22.991544599540124,16.154779633788372
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,1992,16.034855684390973,18.995280984504802,13.507087786646265
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,1993,19.385902973844637,23.079543288332786,16.23500775640529
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,1993,16.021257546975626,19.04192201720577,13.468938772985654
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,1994,19.400362195295084,22.992632521242268,16.183685739608563
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,1994,16.010766980136232,19.09703772275695,13.463914269853374
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,1995,19.405088530458187,23.087290103176894,16.136302698755593
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,1995,16.004771993696327,19.030615029505434,13.432392754602416
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,1996,19.396455287237472,23.009881980050082,16.20648733375481
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,1996,15.998284325840578,19.021509994235373,13.3799665145379
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,1997,19.375827988378838,22.919082169939816,16.250509565831237
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,1997,15.987627541500395,19.023157091727853,13.365914914951853
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,1998,19.3500533913551,23.011766288378812,16.2363296032359
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,1998,15.976157390619402,18.936616946080893,13.369681789187824
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,1999,19.325978253639075,23.095237052287693,16.210963824021004
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,1999,15.967229623141245,18.83729163853574,13.336921736803157
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,2000,19.31044933270359,23.134809333230848,16.17348992313492
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,2000,15.96419998900955,18.889124891058646,13.270914247348259
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,2001,19.302307428272886,23.03562780080668,16.183139011719195
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,2001,15.968503189521657,18.797313164870275,13.350522844049639
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,2002,19.29603763373015,22.905463092015076,16.23089174812623
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,2002,15.97812554001554,18.78058973969246,13.380836831452829
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,2003,19.291953147036583,22.802504059442168,16.262767293344023
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,2003,15.991250211495789,18.90720629114618,13.403819743693866
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,2004,19.29036716615341,22.848433000879464,16.272737117070413
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,2004,16.006060374966985,18.91557810729578,13.430832028330965
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,2005,19.29159288904183,22.893603515134814,16.30350843860195
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,2005,16.02073920143372,18.95706208269383,13.412532719955049
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,2006,19.30648136934013,22.7927566388634,16.336624261338688
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,2006,16.072033114964896,18.98319321835168,13.504215561989595
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,2007,19.33879553091683,22.75029795874158,16.297762525635648
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,2007,16.176400902951457,19.10813868860947,13.645520597857999
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,2008,19.378216377078513,22.76399944539619,16.28550378573021
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,2008,16.30159428138109,19.26571233412664,13.800081859797688
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,2009,19.414424911131757,22.83321436074962,16.320353793941564
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,2009,16.41536496624147,19.412509730408622,13.9395123889223
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,2010,19.437102136383146,23.06767157824803,16.260880875793823
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,2010,16.485464673520273,19.553477969537997,13.913042618120365
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,2011,19.449275183175434,22.941457174607297,16.306646742466334
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,2011,16.519112800811502,19.476743717069297,13.92042760033763
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,2012,19.45694296199049,22.926088179641884,16.39064060451317
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,2012,16.546341668761034,19.402418742003707,13.963781172888039
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,2013,19.454244146343513,22.994917193708414,16.39070381014713
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,2013,16.569122377934363,19.38712377460752,13.94289161730878
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,2014,19.435317409749732,23.186711143939522,16.344456950613495
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,2014,16.589426028897,19.39118772506782,13.973987044985604
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,2015,19.394301425724368,23.288168784383878,16.181017092379236
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,2015,16.609223722214452,19.41494881909973,13.920881724850627
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,2016,19.091486822119556,22.57434009586895,16.036736998617076
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,2016,16.596154854803462,19.484310375905853,13.987210802653136
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,2017,18.80430746421024,22.195355698780933,15.609857828718438
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,2017,16.570967518589626,19.66972090574222,13.78990372869832
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,2018,18.869713063749455,22.392075341202666,15.788979499574202
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,2018,16.36167714216722,19.330396269623694,13.76615806086233
Incidence,Fukuoka,Male,Age-standardized,Schizophrenia,Rate,2019,19.12933821745716,22.93831890387416,15.887605845243396
Incidence,Fukuoka,Female,Age-standardized,Schizophrenia,Rate,2019,15.909164380697764,18.826999892716493,13.354860931819912
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,1990,19.34788496939601,22.80696847879673,15.94643238073428
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,1990,16.116529228646943,19.04847683254546,13.491283085027838
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,1991,19.357208309638455,22.743729334885312,16.03433019752611
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,1991,16.080722681368727,19.080866883546452,13.519102171833506
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,1992,19.36279812646445,22.752326588295603,16.070033915182727
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,1992,16.048693952018372,19.057086759974425,13.497260396541256
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,1993,19.36512956943873,22.92116454304118,16.110305221382855
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,1993,16.02199484654718,19.04272039201397,13.508767439402147
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,1994,19.36467778812597,23.023903608443813,16.111034807186645
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,1994,16.00217717090648,19.115332464162574,13.440820053618936
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,1995,19.361917932090893,23.129482882362986,16.03738174719141
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,1995,15.990792731047588,19.22624998208248,13.35344355872146
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,1996,19.3495384256466,23.112348267199017,16.168884800444758
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,1996,15.983595164615428,19.110867621731803,13.396795670490045
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,1997,19.32540600058214,23.039803808856767,16.173734637241125
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,1997,15.976121483922443,19.039324955640403,13.453129597065473
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,1998,19.29776326767616,23.01876318518284,16.141294625999407
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,1998,15.969598556921216,18.94470089361023,13.408679370921075
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,1999,19.2748528377073,22.949567512713337,16.054138341622362
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,1999,15.965253251564333,19.00936578193726,13.40868229039793
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,2000,19.264917321454195,23.068032326831187,15.956432413924752
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,2000,15.964312435804382,18.940578675779246,13.408264211725026
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,2001,19.270963045642933,22.95134615372279,16.090507041891936
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,2001,15.971284296341715,18.855405875696313,13.388869373378267
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,2002,19.28741622897444,23.00932390182506,16.176662104121764
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,2002,15.987156062117165,18.77358024387745,13.458270529001105
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,2003,19.30964932018966,23.0123723405381,16.170540910878042
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,2003,16.00787316444406,18.848780349490152,13.483523959894912
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,2004,19.333034768029513,23.153176040745734,16.198086095004065
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,2004,16.029381034635723,18.96152372127296,13.50521688909222
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,2005,19.35294502123493,23.255363345974775,16.143724268314557
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,2005,16.047625104005473,18.9526525465292,13.47168428078675
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,2006,19.379687314216703,23.2047765758545,16.253010237168628
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,2006,16.09762556435578,19.058437547287276,13.454051317524579
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,2007,19.42028520586978,23.16325231975163,16.414027956270104
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,2007,16.196799292351855,19.08463810587663,13.628239933084286
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,2008,19.465185631661342,23.163588660044365,16.467370948914134
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,2008,16.31468674660109,19.13649257324747,13.663947154775384
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,2009,19.50483552705855,23.221585751245392,16.472888331254513
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,2009,16.420828385710912,19.294349519742852,13.602398639001466
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,2010,19.52968182752858,23.378593807985183,16.391206824700056
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,2010,16.484764668288708,19.483736231537556,13.661806844356768
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,2011,19.538802841373247,23.169760625990662,16.529585609876733
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,2011,16.519439230282845,19.459385052743574,13.713091040491385
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,2012,19.53625470068778,23.098612493601166,16.480576313140272
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,2012,16.555760410670352,19.495791838130295,13.793977954814624
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,2013,19.5199510766295,22.95933779888355,16.48221342700826
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,2013,16.59021572260166,19.539792660414125,13.776749299993332
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,2014,19.487805640355724,23.017665011983407,16.39008086606716
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,2014,16.619292679227197,19.654386822025717,13.80074638802331
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,2015,19.437732063023777,23.044487348105324,16.34092880948967
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,2015,16.639478793697407,19.693945492378145,13.76365760668668
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,2016,19.15146014772414,22.669417979066242,16.14385066672402
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,2016,16.6257660223828,19.66096742702998,13.91596806634581
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,2017,18.895383084698043,22.478376467222088,15.693142491920753
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,2017,16.602073004982515,19.62213890128831,13.859432663807945
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,2018,18.947741006638868,22.286863521407227,15.845470580503504
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,2018,16.38795288915861,19.27191833068552,13.838192974691701
Incidence,Chiba,Male,Age-standardized,Schizophrenia,Rate,2019,19.145581590039065,22.399866281432832,16.00122412580158
Incidence,Chiba,Female,Age-standardized,Schizophrenia,Rate,2019,15.925374210318475,18.883028187121962,13.348103236142574
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,1990,19.339764601840614,22.984198948370068,16.08100566185744
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,1990,16.14624994841354,19.08714923515391,13.591953441801225
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,1991,19.372330924921204,22.94720186186501,16.23127734241734
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,1991,16.10437991342496,18.968212393825315,13.611301600062722
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,1992,19.398770188069157,22.970649684682098,16.291488936472444
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,1992,16.067891137244224,18.95716214152269,13.604477400032364
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,1993,19.41828560923365,22.98466610981695,16.32851984010405
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,1993,16.03855761239717,19.054420221515826,13.555720377191502
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,1994,19.430080406363867,23.01775752205769,16.153637877558165
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,1994,16.01815333140964,19.016454685275974,13.480274277789222
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,1995,19.43335779740899,23.09798644996284,16.033434683116795
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,1995,16.00845228680747,19.06516298220682,13.389552639778993
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,1996,19.424998490766143,22.940232867592037,16.104652892340653
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,1996,16.006734137551536,19.036651618329426,13.43687068064612
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,1997,19.40678564991132,22.815604075579703,16.124803999911578
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,1997,16.008352329188032,18.98015545742909,13.475179013849592
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,1998,19.38527617541202,22.65753669328605,16.167376104888994
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,1998,16.012191534120795,18.924344479769292,13.50392341090016
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,1999,19.36702696783572,22.65206809095535,16.21760848469958
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,1999,16.017136424753648,18.941650643678898,13.441417186734464
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,2000,19.358594927749905,22.773480846364393,16.252873694698305
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,2000,16.02207167349041,19.045118175261265,13.407070723740992
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,2001,19.36137392524281,22.680728473711444,16.223620326975816
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,2001,16.03005072716885,18.98536294741189,13.424115046743797
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,2002,19.37058925622817,22.703489412651116,16.290977982082946
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,2002,16.04335083149397,18.986222857886233,13.458091503165903
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,2003,19.383544960011744,22.7832653897469,16.328191144903688
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,2003,16.05969235717049,19.06278248829126,13.5213563168472
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,2004,19.39754507589929,22.80326411610265,16.273321885048993
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,2004,16.07679567490314,19.029817797585086,13.51568088597675
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,2005,19.409893643196586,23.060258399385564,16.208071448686866
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,2005,16.092381155396623,19.15080525871676,13.514712357180223
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,2006,19.423284064204434,23.101471778315613,16.284472725625456
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,2006,16.13350514431756,19.056122528567272,13.606665466610641
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,2007,19.440578863218295,22.96280549834213,16.319915923759158
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,2007,16.21375586138053,19.112739600323973,13.72566678815586
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,2008,19.459335762535872,23.058544121856933,16.319332140148184
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,2008,16.310651488362222,19.188094848366724,13.801586433036107
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,2009,19.477112484454878,23.101868869896773,16.2805508845127
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,2009,16.401710207039315,19.324168197438606,13.78648208724985
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,2010,19.49146675127301,23.239585993177716,16.27924064800645
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,2010,16.4644501991885,19.51051510291204,13.768858981747512
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,2011,19.501845999969728,23.115669000702326,16.3587414325867
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,2011,16.506528351542617,19.487280370729554,13.814512069110787
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,2012,19.504886371903435,23.022221854988857,16.35653590124626
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,2012,16.548817486245486,19.50647229125413,13.85397462085849
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,2013,19.493928645940283,22.990203388454372,16.345584150190454
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,2013,16.58865968819029,19.639290086675008,13.894411386626205
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,2014,19.46231360094642,22.936423316807712,16.342052692645808
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,2014,16.623397042270202,19.740561396680377,13.912548487784527
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,2015,19.403382015787983,22.904640003956008,16.214256094961275
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,2015,16.650371633378395,19.765897023017953,13.929825231761788
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,2016,19.08708771720552,22.467707518857804,16.117215216140128
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,2016,16.60189054865789,19.38135370003394,13.931405435236982
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,2017,18.81635548884552,22.35338741014666,15.791768850520384
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,2017,16.54000289794375,19.276849575061853,13.90688454454913
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,2018,18.897444626722606,22.33932159796337,15.927794510627574
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,2018,16.353481118664664,19.05693863932765,13.727520502952256
Incidence,Nara,Male,Age-standardized,Schizophrenia,Rate,2019,19.15817916807664,22.727665927668195,15.917488295389079
Incidence,Nara,Female,Age-standardized,Schizophrenia,Rate,2019,15.966919008940264,18.781316633329073,13.375850389944592
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,1990,19.24648960223976,23.04348821727255,16.109648990849884
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,1990,16.096463826032714,19.178022948387163,13.530611857642795
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,1991,19.254103877970955,22.92777908852995,16.172615465091347
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,1991,16.045810247392755,19.052923040779277,13.537816089517415
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,1992,19.26235404189776,22.765060523096878,16.209752821304367
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,1992,16.00159010131813,19.00072277994761,13.466891336630297
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,1993,19.27009185020748,22.755674893892962,16.209975289857436
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,1993,15.965867565115376,19.004435650212177,13.404124191371443
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,1994,19.276169059087433,22.818644695428166,16.166203948080934
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,1994,15.940706816091026,18.867026091226474,13.286811990198997
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,1995,19.279437424724918,22.893579069380465,16.152439686578987
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,1995,15.928172031551629,18.983993401723453,13.209198814240697
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,1996,19.284189451675147,22.839177305166217,16.185254156914866
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,1996,15.926093353212153,18.867142885822595,13.243398145938725
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,1997,19.29340863626783,22.773080152338068,16.173645785724176
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,1997,15.929414990636609,18.79144723992372,13.312427898130782
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,1998,19.303983222352073,22.797628375420402,16.100375629649964
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,1998,15.935872222905076,18.74360184701636,13.391793687726539
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,1999,19.312801453776974,23.016307606997355,16.183374378175
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,1999,15.943200329097623,18.696291835493053,13.331708321128366
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,2000,19.31675157439163,23.139466396503853,16.135397713444345
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,2000,15.949134588294335,18.67744327161166,13.24383423947632
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,2001,19.315112382945074,23.02072683741275,16.141774197071843
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,2001,15.956362374822215,18.678704521376794,13.287705399919744
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,2002,19.31071563877803,23.02224554427531,16.152968216765743
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,2002,15.968193873908614,18.775238931770172,13.378938053297107
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,2003,19.305779026627118,23.00480327929643,16.237580507516114
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,2003,15.983298580984139,18.781474526071754,13.402420820397893
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,2004,19.302520231228964,22.90710503022439,16.241896722716902
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,2004,16.00034599147938,18.97002540399335,13.340575623181367
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,2005,19.303156937320203,23.030335898112902,16.14913964745421
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,2005,16.018005600824942,19.09427730588778,13.287043980145791
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,2006,19.314250090986363,22.842117862004585,16.23645008376785
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,2006,16.066763237035584,19.014401505516965,13.400204448257979
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,2007,19.336836367988404,22.69256932639618,16.261445118126836
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,2007,16.160320231181917,19.026485777506547,13.517392377552817
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,2008,19.364847047576113,22.789235709110475,16.27673526537875
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,2008,16.272169333278335,19.292810661928215,13.638660640959992
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,2009,19.392213408999265,22.98416987806661,16.422354801858717
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,2009,16.375803293339203,19.52409716107745,13.657754470554435
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,2010,19.412866731507638,23.058721555155024,16.377514283691138
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,2010,16.44471486137891,19.776374470697025,13.702186751699255
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,2011,19.42788914668273,23.11949105553785,16.47953619752718
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,2011,16.4859302696128,19.65743720588569,13.825954740547415
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,2012,19.437229681566524,23.19506958042192,16.487363084943144
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,2012,16.524161214932782,19.573137383343756,13.876341416936222
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,2013,19.43311995859955,23.130015760802586,16.32975470458706
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,2013,16.55942864436805,19.515168484334495,13.913666049692072
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,2014,19.407791600222346,23.142096069097978,16.224919957852915
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,2014,16.591753504947814,19.481523536298045,13.898723634737157
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,2015,19.353476228875444,23.10460980496619,16.09825702340755
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,2015,16.62115674370126,19.58285156666703,13.906258094224816
Incidence,Tochigi,Male,Age-standardized,Schizophrenia,Rate,2016,19.01829713830865,22.563023791625113,15.906880636749253
Incidence,Tochigi,Female,Age-standardized,Schizophrenia,Rate,2016,16.622233386295076,19.61193562929983,14.00545187195208
