,調査年,地域,F110801_非労働力人口（男）【人】,F110802_非労働力人口（女）【人】
1956,2016,滋賀県,,
1957,2016,熊本県,,
1958,2016,石川県,,
1959,2016,神奈川県,,
1960,2016,福井県,,
1961,2016,福岡県,,
1962,2016,福島県,,
1963,2016,秋田県,,
1964,2016,群馬県,,
1965,2016,茨城県,,
1966,2016,長崎県,,
1967,2016,長野県,,
1968,2016,青森県,,
1969,2016,静岡県,,
1970,2016,香川県,,
1971,2016,高知県,,
1972,2016,鳥取県,,
1973,2016,鹿児島県,,
1974,2017,三重県,,
1975,2017,京都府,,
1976,2017,佐賀県,,
1977,2017,兵庫県,,
1978,2017,北海道,,
1979,2017,千葉県,,
1980,2017,和歌山県,,
1981,2017,埼玉県,,
1982,2017,大分県,,
1983,2017,大阪府,,
1984,2017,奈良県,,
1985,2017,宮城県,,
1986,2017,宮崎県,,
1987,2017,富山県,,
1988,2017,山口県,,
1989,2017,山形県,,
1990,2017,山梨県,,
1991,2017,岐阜県,,
1992,2017,岡山県,,
1993,2017,岩手県,,
1994,2017,島根県,,
1995,2017,広島県,,
1996,2017,徳島県,,
1997,2017,愛媛県,,
1998,2017,愛知県,,
1999,2017,新潟県,,
2000,2017,東京都,,
2001,2017,栃木県,,
2002,2017,沖縄県,,
2003,2017,滋賀県,,
2004,2017,熊本県,,
2005,2017,石川県,,
2006,2017,神奈川県,,
2007,2017,福井県,,
2008,2017,福岡県,,
2009,2017,福島県,,
2010,2017,秋田県,,
2011,2017,群馬県,,
2012,2017,茨城県,,
2013,2017,長崎県,,
2014,2017,長野県,,
2015,2017,青森県,,
2016,2017,静岡県,,
2017,2017,香川県,,
2018,2017,高知県,,
2019,2017,鳥取県,,
2020,2017,鹿児島県,,
2021,2018,三重県,,
2022,2018,京都府,,
2023,2018,佐賀県,,
2024,2018,兵庫県,,
2025,2018,北海道,,
2026,2018,千葉県,,
2027,2018,和歌山県,,
2028,2018,埼玉県,,
2029,2018,大分県,,
2030,2018,大阪府,,
2031,2018,奈良県,,
2032,2018,宮城県,,
2033,2018,宮崎県,,
2034,2018,富山県,,
2035,2018,山口県,,
2036,2018,山形県,,
2037,2018,山梨県,,
2038,2018,岐阜県,,
2039,2018,岡山県,,
2040,2018,岩手県,,
2041,2018,島根県,,
2042,2018,広島県,,
2043,2018,徳島県,,
2044,2018,愛媛県,,
2045,2018,愛知県,,
2046,2018,新潟県,,
2047,2018,東京都,,
2048,2018,栃木県,,
2049,2018,沖縄県,,
2050,2018,滋賀県,,
2051,2018,熊本県,,
2052,2018,石川県,,
2053,2018,神奈川県,,
2054,2018,福井県,,
2055,2018,福岡県,,
2056,2018,福島県,,
2057,2018,秋田県,,
2058,2018,群馬県,,
2059,2018,茨城県,,
2060,2018,長崎県,,
2061,2018,長野県,,
2062,2018,青森県,,
2063,2018,静岡県,,
2064,2018,香川県,,
2065,2018,高知県,,
2066,2018,鳥取県,,
2067,2018,鹿児島県,,
2068,2019,三重県,,
2069,2019,京都府,,
2070,2019,佐賀県,,
2071,2019,兵庫県,,
2072,2019,北海道,,
2073,2019,千葉県,,
2074,2019,和歌山県,,
2075,2019,埼玉県,,
2076,2019,大分県,,
2077,2019,大阪府,,
2078,2019,奈良県,,
2079,2019,宮城県,,
2080,2019,宮崎県,,
2081,2019,富山県,,
2082,2019,山口県,,
2083,2019,山形県,,
2084,2019,山梨県,,
2085,2019,岐阜県,,
2086,2019,岡山県,,
2087,2019,岩手県,,
2088,2019,島根県,,
2089,2019,広島県,,
2090,2019,徳島県,,
2091,2019,愛媛県,,
2092,2019,愛知県,,
2093,2019,新潟県,,
2094,2019,東京都,,
2095,2019,栃木県,,
2096,2019,沖縄県,,
2097,2019,滋賀県,,
2098,2019,熊本県,,
2099,2019,石川県,,
2100,2019,神奈川県,,
2101,2019,福井県,,
2102,2019,福岡県,,
2103,2019,福島県,,
2104,2019,秋田県,,
2105,2019,群馬県,,
2106,2019,茨城県,,
2107,2019,長崎県,,
2108,2019,長野県,,
2109,2019,青森県,,
2110,2019,静岡県,,
2111,2019,香川県,,
2112,2019,高知県,,
2113,2019,鳥取県,,
2114,2019,鹿児島県,,
2115,2020,三重県,,
2116,2020,京都府,,
2117,2020,佐賀県,,
2118,2020,兵庫県,,
2119,2020,北海道,,
2120,2020,千葉県,,
2121,2020,和歌山県,,
2122,2020,埼玉県,,
2123,2020,大分県,,
2124,2020,大阪府,,
2125,2020,奈良県,,
2126,2020,宮城県,,
2127,2020,宮崎県,,
2128,2020,富山県,,
2129,2020,山口県,,
2130,2020,山形県,,
2131,2020,山梨県,,
2132,2020,岐阜県,,
2133,2020,岡山県,,
2134,2020,岩手県,,
2135,2020,島根県,,
2136,2020,広島県,,
2137,2020,徳島県,,
2138,2020,愛媛県,,
2139,2020,愛知県,,
2140,2020,新潟県,,
2141,2020,東京都,,
2142,2020,栃木県,,
2143,2020,沖縄県,,
2144,2020,滋賀県,,
2145,2020,熊本県,,
2146,2020,石川県,,
2147,2020,神奈川県,,
2148,2020,福井県,,
2149,2020,福岡県,,
2150,2020,福島県,,
2151,2020,秋田県,,
2152,2020,群馬県,,
2153,2020,茨城県,,
2154,2020,長崎県,,
2155,2020,長野県,,
2156,2020,青森県,,
2157,2020,静岡県,,
2158,2020,香川県,,
2159,2020,高知県,,
2160,2020,鳥取県,,
2161,2020,鹿児島県,,
